clientId,clientName,createdAt,descriptions.description,descriptions.price,descriptions.quantity,descriptions.unitPrice,descriptions.unitType,descriptions.unitTypePosition,discount.materialDiscount,discount.materialDiscountType,discount.serviceDiscount,discount.serviceDiscountType,discount.totalDiscount,discount.totalMaterialsDiscount,discount.totalServicesDiscount,guarantee,guaranteeType,id,jobAdditionalInfo,jobDate,jobNumber,jobStatus,jobTimeInMillis,jobTimeInMillisUTC,jobTitle,jobType,jobYear,paymentConditions,totalPrice,totalPriceJobDescriptions,totalPriceJobMaterials,materials.material,materials.price,materials.quantity,materials.unitPrice,materials.unitType,materials.unitTypePosition,currency,fop.bankSlip,fop.bankTransfer,fop.cash,fop.cheque,fop.creditCard,fop.debitCard,fop.info,pc_id,pc_installments,pc_upfront,language,type_client_created,type_client_date,type_client_updated,type_client_year_number,type_created,type_date,type_updated,type_year_number,updatedAt,jobFields.deadlineDate,jobFields.expirationDate,jobFields.technicalVisitDate,jobFields.technicalVisitTime,type_client_expirationF,type_client_technicalF,type_expirationF,type_technicalF,jobFields.deliveryDate,type_client_deadlineF,type_client_deliveryF,type_deadlineF,type_deliveryF,jobFields.observations,materials.id,descriptions.id,descriptions.details,descriptions.standardId,fop.pix,lang,materials.cost,materials.details,materials.image,materials.margin,materials.markup,materials.standardId,materials.trademark,documents.-N6XoLB3LWFR42ePC5wX.createdAt,documents.-N6XoLB3LWFR42ePC5wX.link,documents.-N6XoLB3LWFR42ePC5wX.type,documents.-N6SvCMRo4K75Aue1Xhj.createdAt,documents.-N6SvCMRo4K75Aue1Xhj.link,documents.-N6SvCMRo4K75Aue1Xhj.type,documents.-N6TowfncZZJ8t07KIIl.createdAt,documents.-N6TowfncZZJ8t07KIIl.link,documents.-N6TowfncZZJ8t07KIIl.type,jobFields.malfunction,jobFields.brand,jobFields.model,jobFields.device,guaranteeInfo,materials.barcode,materials.internalCode,pictures.createdAt,pictures.date,pictures.description,pictures.id,pictures.title,pictures.url,completedAt,type_client_completed,type_completed,jobFields.equipment,jobFields.expirationDays,typeAt,type_at,type_client_at,notes,jobFields.endTime,jobFields.startTime,jobFields.deadlineDays,jobFields.serviceDuration,descriptions.height,descriptions.width,materials.height,materials.width,cancelReason,v
-LK3aA6A-P2Aab3wHt-7,Edf Consuelo Martins,1535376503782,Fiação do apartamento invertida.,,,,,0,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LKvZU3F1_e9zfEyC6KX,Serviço de Manutenção Preventiva Corretiva nos Sistemas Conveniados.,27/08/2018,1,Concluído,1535338800000,1535328000000,Atendimento emergencial interfones 401 e 402.,1,2018,,"R$0,00","R$0,00","R$0,00"
-LK3aA6A-P2Aab3wHt-8,Edf Empresarial Ubaias,1535718864348,Manutenção Preventiva. Substituição bde conector câmera portão subsolo.,,,,,0,,0,,0,"R$0,00","R$0,00","R$0,00",12,2,-LLEyU8-_XrgvatBnCgk,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",31/08/2018,2,Concluído,1535684400000,1535673600000,,1,2018,a vista.,"R$48,75","R$0,00","R$48,75",Conversor de Vídeo balum,"R$48,75","1,00","R$48,75",,0
-LK3aA63QjieilHQSd4-,Aluízio Bezerra De Albuquerque Filho ,1535728342028,,,,,,,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LLFXdWhC6nF12TlxCXp,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",31/08/2018,3,Concluído,1535684400000,1535673600000,"Manutenção Preventiva e Corretiva, período de agosto 2018",1,2018,,"R$0,00","R$0,00","R$0,00",,,,,,
-LK3aA67C80Y7J6Q0tZY,Edf Chateau Lhermitage,1535728523607,"Manutenção Preventiva e Corretiva, período agosto 2018.",,,,,0,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LLFYKqsw9stBtMcE1Tq,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",31/08/2018,4,Concluído,1535684400000,1535673600000,"Manutenção Preventiva e Corretiva, período agosto 2018",1,2018,,"R$0,00","R$0,00","R$0,00",,,,,,
-LK3aA6A-P2Aab3wHt-7,Edf Consuelo Martins,1535728681093,"Manutenção Preventiva Corretiva, período agosto 2018.",,,,,0,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LLFYwIaOI2QaInO-ah9,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",31/08/2018,5,Concluído,1535684400000,1535673600000,,1,2018,,"R$0,00","R$0,00","R$0,00",,,,,,
-LK3aA6B2bXKkoBI4FBI,Edf Moraes Pinheiro,1535728782524,"Manutenção Preventiva e Corretiva, período agosto 2018.",,,,,0,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LLFZK3SjmRmL0N4GLKe,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",31/08/2018,7,Concluído,1535684400000,1535673600000,,1,2018,,"R$0,00","R$0,00","R$0,00",,,,,,
-LK3aA6B2bXKkoBI4FBH,Edf Lygia Melo,1535734689224,Manutenção preventiva realizada com observações detalhadas no livro de ocorrência páginas 158 e 159.,,,,,0,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LLFuuqTmSuPUZ5VNxlt,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",22/08/2018,3,Concluído,1534906800000,1534896000000,,1,2018,,"R$0,00","R$0,00","R$0,00",,,,,,
-LK3aA67C80Y7J6Q0tZY,Edf Chateau Lhermitage,1535740936645,"Serviços de Manutenção Preventiva e Corretiva. 
OBS: sensor de presença do 5 andar já solicitado na distribuidora, aguardando confirmação de recebimento do equipamento para instalação.",,,,,0,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LLGHfeDTS0gatTwkgTR,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",31/08/2018,4,Concluído,1535684400000,1535673600000,,1,2018,,"R$0,00","R$0,00","R$0,00",,,,,,
-LK3aA6A-P2Aab3wHt-7,Edf Consuelo Martins,1536601969869,"Serviços de Manutenção Corretiva. 
Interfones com chiafo.
Câmeras com interferência. ( 02 e 10)
Câmeras sem sinal na coletiva.

Interfone sofrendo interferência de rede elétrica próximo ao cabeamento de interfone. Realocado cabo de força do central de interfones. Operando normalmente.

Conector de adaptação com entrada no DVR oxidado, causando interferência nas câmeras monitor da portaria e nas imagens que vão para coletiva. Substituído conector, imagens ajustadas.",,,,,0,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LM3bI2QhOeGoL9Z4l9A,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",10/09/2018,5,Concluído,1536548400000,1536537600000,,1,2018,,"R$0,00","R$0,00","R$0,00",,,,,,
-LK3aA6B2bXKkoBI4FBI,Edf Moraes Pinheiro,1536602439488,"Levantamento Técnico.

Levantamento para instalação de eletroduto de cabeamento da câmera do gerador.",,,,,0,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LM3d4h_DPQbwhgUBBJZ,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",10/09/2018,6,Concluído,1536548400000,1536537600000,,1,2018,,,,,Curva,,"1,00",,un,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eletroduto de 1/2,,"1,00",,un,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caixa 4/2 sistema x,,"1,00",,un,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$0,00","R$0,00","R$0,00",Luva de 1/2,,"3,00",,un,0
-LK3aA6B2bXKkoBI4FBH,Edf Lygia Melo,1536671593330,"Serviços de Manutenção Corretiva.
Chamado referente a ativação zona 3 sensor de alarme e portão sub-solo batendo no fechamento.

Reativado zona 3, testado e operando normalmente.
Ajustado posição de fim de curso de fechamento do porta sub-solo, operando normalmente.",,,,,0,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LM7kvCP1inYcUHf6_w2,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",11/09/2018,7,Concluído,1536634800000,1536624000000,,1,2018,,"R$0,00","R$0,00","R$0,00",,,,,,
-LK3aA6A-P2Aab3wHt-8,Edf Empresarial Ubaias,1536687843158,"Levantamento Técnico para verificar viabilidade de colocar imagens do DVR na internet.

OBS. Necessário resetar senha de equipamento, referência DVR Samsung Digital Vídeo Recorder para pode acessar menu do equipamento e configurar para acesso remoto .

Nova senha cadastrada, configurações de usuárias e permissões configuradas. 
OBS: necessário autorização para configuração de porta no roteador e no DVR junto com configuração DDNs para acesso remoto no smartphone e computadores de outra rede.

Sistema com visualização na Web na sala da administração, configurado na rede interna. 
Supervisor Henrique instruído sobre acesso no DVR com os novos usuários cadastrados e parametrizado,  e na visualização na página Web na sala da administração.
Sistema configurado e funcionando com acesso remoto.","R$200,00","1,00","R$200,00",,0,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LM8iraWWDNUgOVETYVN,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",11/09/2018,8,Concluído,1536634800000,1536624000000,,1,2018,,"R$200,00","R$200,00","R$0,00",,,,,,
-LK3aA63QjieilHQSd4-,Aluízio Bezerra De Albuquerque Filho ,1536833525823,Apto 403: problemas com sinal de TV. Necessita trocar os cabos da Antena Coletiva.,,,,,0,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LMHP_e4AsXnjeOMpHlV,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",13/09/2018,9,Cancelado,1536807600000,1536796800000,,2,2018,,"R$0,00","R$0,00","R$0,00",,,,,,
-LK3aA6A-P2Aab3wHt-8,Edf Empresarial Ubaias,1537181590642,"Falha no sistema de botoeira dos portões automatizados.

Substituído cabo que alimenta portões G1 e Térreo, testado e operando normalmente.

Instalação de câmeras do G1 e G2.
OBS: substituído conectores de vídeo e alimentação da câmera do G2.",,,,,0,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LMb9LT-hX6uPrDNb45K,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",17/09/2018,10,Concluído,1537153200000,1537142400000,,1,2018,,,,,Câmera Infravermelho VHD 1120B G4 - Intelbras,"R$353,06","2,00","R$176,53",UN,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabo CCI 6 Vias 50x3 FURUKAWA,"R$11,50","10,00","R$1,15",metro,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$457,06","R$0,00","R$457,06",Conversor Vídeo Balun - Intelbras,"R$92,50","2,00","R$46,25",UN,0
-LK3aA67C80Y7J6Q0tZY,Edf Chateau Lhermitage,1537181764440,"Instalação do aparelho de interfone do apartamento 602.

Instalado e testado. Operando normalmente.",,,,,0,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LMbA-t_cp3_MW5bbapS,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",17/09/2018,11,Concluído,1537153200000,1537142400000,,1,2018,,"R$0,00","R$0,00","R$0,00",,,,,,
-LK3aA63QjieilHQSd4-,Aluízio Bezerra De Albuquerque Filho ,1537187604908,"Sem sinal da Antena Coletiva.
Feito a conexão no holl do apartamento 201, sintonizado no aparelho de TV do morador. Assistindo normalmente",,,,,0,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LMbWHpSY1mS08NFbkkh,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",17/09/2018,12,Concluído,1537153200000,1537142400000,,1,2018,,"R$0,00","R$0,00","R$0,00",,,,,,
-LK3aA6A-P2Aab3wHt-8,Edf Empresarial Ubaias,1537448531067,Sistema de Alarme sem funcionar.,,,,,0,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LMr3hDhUxAchxVK6Y-s,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",20/09/2018,13,Concluído,1537412400000,1537401600000,,1,2018,,"R$0,00","R$0,00","R$0,00",,,,,,
-LK3aA63QjieilHQSd4-,Aluízio Bezerra De Albuquerque Filho ,1538053521577,"Manutenção preventiva periódica.
Portões operando normalmente .
Antena coletiva sem notificação.
Central de choque operando normalmente.
Câmeras DVR na assistência técnica.
Interfone operando normalmente.",,,,,0,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LNQ7Z1HH3MgqeEOaPsj,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",27/09/2018,14,Concluído,1538017200000,1538006400000,,1,2018,,"R$0,00","R$0,00","R$0,00",,,,,,
-LK3aA67C80Y7J6Q0tZY,Edf Chateau Lhermitage,1538053656500,"Manutenção preventiva periódica.
Câmeras operando normalmente.
Portões operando normalmente.
Antena coletiva sem notificação.
Interfone operando normalmente. OBD trocar porta de comunicação apt 301.",,,,,0,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LNQ83ySpepVIgQeOTQ1,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",27/09/2018,14,Concluído,1538017200000,1538006400000,,1,2018,,"R$0,00","R$0,00","R$0,00",,,,,,
-LK3aA6A-P2Aab3wHt-7,Edf Consuelo Martins,1538053745800,"Manutenção preventiva periódica.
Antena coletiva sem notificação.
Central de alarme operando normalmente.
Portões operando normalmente.
Câmeras operando normalmente.
Interfone operando. OBD chiado forte na comunicação com os moradores.",,,,,0,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LNQ8PllY1hY20cql5Tu,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",27/09/2018,15,Concluído,1538017200000,1538006400000,,1,2018,,"R$0,00","R$0,00","R$0,00",,,,,,,BRL
-LK3aA6A-P2Aab3wHt-8,Edf Empresarial Ubaias,1538053879197,"Manutenção preventiva periódica.

Câmeras vistoriadas, operando normalmente.
Portões vistoruados,operando normalmente.
Interfone operando normalmente. OBS sala 1604 ativado.
Alarme e sensor de barreira operando. OBS fiação de sensor zona 7 com intermitência .",,,,,0,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LNQ8vL5RvRDBQ89eo7b,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",27/09/2018,16,Concluído,1538017200000,1538006400000,,1,2018,,"R$0,00","R$0,00","R$0,00",,,,,,,
-LK3aA6B2bXKkoBI4FBH,Edf Lygia Melo,1538053951449,"Manutenção preventiva periódica.
Portões operando normalmente.
Câmeras operando.
Interfone operando normalmente.
Central de alarme e choque operando normalmente.
Antena coletiva sem notificação.",,,,,0,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LNQ9Bz-d182qrs51fDy,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",27/09/2018,17,Concluído,1538017200000,1538006400000,,1,2018,,"R$0,00","R$0,00","R$0,00",,,,,,,
-LK3aA6B2bXKkoBI4FBI,Edf Moraes Pinheiro,1538054037777,"Manutenção preventiva periódica.
Portões , câmeras , antena coletiva e interfone sem nenhuma notificação , equipamentos operando normalmente .
OBS. Aguardando liberação para cerca elétrica e instalação de câmeras.",,,,,0,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LNQ9X2t2z-JD3I1uPYS,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",27/09/2018,18,Concluído,1538017200000,1538006400000,,1,2018,,"R$0,00","R$0,00","R$0,00",,,,,,,
-LK3aA67C80Y7J6Q0tZY,Edf Chateau Lhermitage,1538509520189,"Serviços de Manutenção Preventiva e Corretiva.

Chamado apt 602 sem sinal de antena coletiva. Morador com sinal de antena coletiva mas com defeito no aparelho de TV da sala, demostrado canais da coletiva em sua televisão da sala e no ponto do quarto também.

Interfone dos elevadores recebe chamada mas não ligam. Defeito na placa de ramal, feita mudança de ramal, interno está testados e operando.",,,,,0,,0,,0,"R$0,00","R$0,00","R$0,00",,0,-LNqJ5W_qXmjXetpyd6K,"Prestação de Serviços de Instalação, Locação, Manutenção e Atendimento Técnico Emergencial.",02/10/2018,19,Concluído,1538449200000,1538438400000,,1,2018,,"R$0,00","R$0,00","R$0,00",,,,,,,
